,utt,intent,index
678,"siri, find my iphone",find_phone,6
679,help me locate my phone,find_phone,6
680,you need to help me find my cellphone,find_phone,6
681,help me find my cellphone,find_phone,6
682,please help me find my cellphone,find_phone,6
683,where did i put my phone,find_phone,6
684,tell me where my phone is,find_phone,6
685,please find my phone,find_phone,6
686,locate my phone,find_phone,6
687,i would like some help finding my phone,find_phone,6
688,i need to know where my phone is,find_phone,6
689,i seemed to misplaced my phone,find_phone,6
690,i lost my phone,find_phone,6
691,i need some help finding my phone,find_phone,6
692,can you locate my phone for me,find_phone,6
693,i don't know where i put my phone,find_phone,6
694,help find my phone,find_phone,6
695,i would like to know where my phone is,find_phone,6
696,i'd like help finding my fon,find_phone,6
697,i can't locate my phone,find_phone,6
698,can you tell me where i left my phone,find_phone,6
699,can you please locate my phone,find_phone,6
700,does ireland have any travel alerts i should be aware of,travel_alert,7
701,does north korea have any travel alerts i should be aware of,travel_alert,7
702,are there any travel alerts for russia,travel_alert,7
703,does spain have any travel alerts i should be aware of,travel_alert,7
704,are there any travel alerts for north korea,travel_alert,7
705,does macedonia have any travel alerts i should be aware of,travel_alert,7
706,are there any travel alerts for syria,travel_alert,7
707,are there any travel alerts for ukraine,travel_alert,7
708,does myanmar have any travel alerts i should be aware of,travel_alert,7
709,are there any travel alerts for china,travel_alert,7
710,is there a travel alert for russia,travel_alert,7
711,is there a travel alert for scotland,travel_alert,7
712,does russia have any travel alerts i should be aware of,travel_alert,7
713,is it safe to travel to iceland,travel_alert,7
714,is it safe to travel to russia,travel_alert,7
715,does italy have any travel alerts i should be aware of,travel_alert,7
716,does germany have any travel alerts i should be aware of,travel_alert,7
717,is there a travel alert for north korea,travel_alert,7
718,does china have any travel alerts i should be aware of,travel_alert,7
719,is there a travel alert for canada,travel_alert,7
720,is it safe to travel to norway,travel_alert,7
721,is it safe to travel to bermuda,travel_alert,7
722,is it safe to travel to argentina,travel_alert,7
723,does finland have any travel alerts i should be aware of,travel_alert,7
724,is there a travel alert for spain,travel_alert,7
725,have there been any travel alerts issued for france,travel_alert,7
726,tell me about any travel alerts issued for germany,travel_alert,7
727,are there any travel warnings for london,travel_alert,7
728,should i know about any travel alerts before traveling in the usa,travel_alert,7
729,are there any new travel warnings for the us,travel_alert,7
730,any travel advisories for portugal,travel_alert,7
731,can you tell me if germany issued any travel warnings,travel_alert,7
732,does france have any current travel alerts,travel_alert,7
733,does spain expect any travel alerts,travel_alert,7
734,i am going to australia and want to be notified of any travel alerts,travel_alert,7
735,"i am going to be traveling in turkey, are there any alerts",travel_alert,7
736,are there any alerts for traveling in belize,travel_alert,7
737,what alerts are listed for traveling to paris,travel_alert,7
738,i need to know about travel alerts for mexico,travel_alert,7
739,what travel alerts are there in china,travel_alert,7
740,are there any alerts for travelling to beirut,travel_alert,7
741,argentina travel alert yes or no,travel_alert,7
742,does argentina have a travel alert,travel_alert,7
743,is there a travel alert in argentina,travel_alert,7
744,list of countries with travel alerts,travel_alert,7
745,can traveling to nepal be safe (what's safe in x),travel_alert,7
746,will i be safe while traveling to lyon (will you be safe),travel_alert,7
747,how safe is it to travel to mongolia (how safe is mongolia),travel_alert,7
748,is it safe to travel to rio de janeiro (is rio de janeiro safe),travel_alert,7
749,is traveling to dublin safe (will dublin be safe),travel_alert,7
750,is new caledonia safer than other countries,travel_alert,7
751,is las vegas a safe place to visit,travel_alert,7
752,if i go to baltimore will i be safe,travel_alert,7
753,"can you give me the travel alerts for jalisco, mexico",travel_alert,7
754,what are the latest travel alerts for dubai,travel_alert,7
755,"are there any travel alerts i should know about for buenos aires, argentina",travel_alert,7
756,i need any relevant travel alerts for australia,travel_alert,7
757,are there travel notifications for columbia,travel_alert,7
758,where in the world is there a travel alert,travel_alert,7
759,what are today's travel advisories,travel_alert,7
760,can you list the places that there are travel alerts for,travel_alert,7
761,where are there current travel alerts,travel_alert,7
762,is there a travel alert for [country],travel_alert,7
763,if i got to indonesia is it safe,travel_alert,7
764,i am thinking of going to brazil and was wondering if that is hazardous,travel_alert,7
765,would it be safe to go to columbia,travel_alert,7
766,is mexico a safe place,travel_alert,7
767,what potential hazards are there for going to spain,travel_alert,7
768,does a travel alert exist for that country,travel_alert,7
769,inform me if there's a travel alert for the country,travel_alert,7
770,does the country have a travel alert,travel_alert,7
771,i'd like to see if there's a travel alert for the country,travel_alert,7
772,can you tell me if there's a travel alert for that country,travel_alert,7
773,any travel alerts for south korea,travel_alert,7
774,are there travel alerts for europe,travel_alert,7
775,what are the currect travel alerts in africa,travel_alert,7
776,can i safely travel to brazil,travel_alert,7
777,does japan have any travel alerts i should be aware of,travel_alert,7
778,is there travel alerts for greece,travel_alert,7
779,how safe is it to travel to germany,travel_alert,7
780,is it safe to travel to china,travel_alert,7
781,is it safe to fly to russia,travel_alert,7
782,does france have any travel alerts i should be aware of,travel_alert,7
783,look for travel alerts for china,travel_alert,7
784,does south korea have any travel alerts i should be aware of,travel_alert,7
785,is it dangerous to travel to mexico,travel_alert,7
786,any travel alerts for canada,travel_alert,7
787,any travel alerts for that country i should know about,travel_alert,7
788,are there any travel alerts in that region,travel_alert,7
789,i need to know the travel alerts for kenya,travel_alert,7
790,any alerts for travelers to canada,travel_alert,7
791,should i be worried about any travel alerts for that country,travel_alert,7
792,look up travel alerts for canada,travel_alert,7
793,is there a travel alert for that country,travel_alert,7
794,find if there are any travel alerts for canada,travel_alert,7
795,search for any travel alerts for canada,travel_alert,7
796,does kenya have any travel alerts right now,travel_alert,7
797,check travel alerts for kenya,travel_alert,7
798,do i need to read any travel alerts for kenya,travel_alert,7
799,search for travel alerts for kenya,travel_alert,7
800,how do i put in a pto request for the first to the ninth,pto_request,8
801,am i allowed to put in a pto request for now to april,pto_request,8
802,is there a time i can put in a pto request for dec 2 to new years,pto_request,8
803,when can i put a pto request in for feb 22 to march 1,pto_request,8
804,i need a pto request on march 1 to 2,pto_request,8
805,on march 1-2 i want a pto request made for me,pto_request,8
806,schedule a pto request for me on march 1-2,pto_request,8
807,for march 1 to 2 make a pto request for me,pto_request,8
808,i want to schedule a pto request on march 1-2,pto_request,8
